"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"6806",638,2021-03-29 18:42:31,TRUE,44747398,5,3,5,5,5,4,4,"Great mission and great, hard working people. This is a great place to work","Uncertainty due to exiting conservatorship and frequent re-orgs make people feel vulnerable and on the chopping block","1","Fannie Mae"
"6807",642,2021-03-31 08:12:12,FALSE,44835118,5,4,4,5,3,3,5,"Very Good benefits and friendly work environment","Advancement limited, Company has a lot of like factor required","1","Fannie Mae"
"6808",649,2021-03-13 13:58:22,FALSE,43950068,3,5,3,5,3,4,4,"Interesting work, good benefits, some nice people","Politics, strange culture, a little Dilbert-ish","1","Fannie Mae"
"6809",651,2021-06-08 10:14:37,FALSE,48062049,4,4,2,0,1,1,5,"Benefits (healthcare, WFH, Life insurance,etc.)","Non-comparable work opportunities in the DFW market","0","Fannie Mae"
"6810",655,2021-01-13 08:45:38,TRUE,40619441,4,5,5,5,5,0,0,"Great to work at this company","All companies have similar downsides","1","Fannie Mae"
"6811",661,2021-03-25 08:23:23,TRUE,44554446,3,4,5,5,3,4,3,"Flexible, understanding, encourages growth, allows remote work","Somewhat narrow view of what is important","1","Fannie Mae"
"6812",665,2021-03-28 11:22:36,TRUE,44682464,5,4,4,4,3,3,3,"High number of technology jobs","Shrinking business jobs for employees","1","Fannie Mae"
"6813",667,2020-12-17 16:19:43,TRUE,39577984,5,5,3,3,2,1,2,"qual of life is decent","no merit raises, slashing 401k in preparation for an IPO that isn't happening","0","Fannie Mae"
"6814",672,2012-05-16 10:55:21,FALSE,1516245,4,3,0,0,1,2,4,"Dedicated and knowledgeable colleagues.\r\nCutting edge technology used in some groups.\r\nExcellent compensation and benefits overall.\r\nExcellent software products for the niche secondary mortgage industry.\r\nFannie still makes a difference in the nation's  secondary mortgage industry, despite the Conservator-ship.","Highly politicized and stressful work culture, brutally long hours expected from individual contributors.\r\nMany technologists burnt out, clinically depressed and heavily medicated - unstable behavior patterns in many teams.\r\nTop down management style about three decades too late - most top management are politically connected Washington fat cats with cynical and manipulative attitudes, but huge paychecks.\r\nFosters a \""kiss up and kick down\"" environment, where middle management is constantly trying to do the (often mindless) bidding of their executives, most middle management completely ignorant & redundant.\r\nConstant & unnecessary meetings, leading to countless consultant hours wasted on providing status reports.\r\nHR could care less about the well being of employees unless you are senior management, it's all about toeing the line from the top - it's a miracle that they aren't swimming in Lawsuits.\r\nNote to prospective employees - work here only if desperate to pay the bills, this is a place of last resort. Note to prospective employers - don't hire a Fannie old timer, you will most likely get a do nothing political animal.","0","Fannie Mae"
"6815",673,2021-03-14 07:31:36,TRUE,43967359,3,3,4,4,4,3,4,"good company with great benefits and work-life balance","difficult to get promoted but easy switching","1","Fannie Mae"
"6816",674,2021-02-13 19:58:53,FALSE,42458779,5,4,2,2,2,3,2,"You get a very good health benefit","Salary isn't up to the mark and a lot of politics","1","Fannie Mae"
"6817",675,2021-03-05 14:32:11,TRUE,43549778,4,5,5,5,5,5,5,"People focused result oriented company","None that come to mind","1","Fannie Mae"
"6818",676,2021-03-17 11:18:11,TRUE,44151152,4,3,4,5,5,4,3,"The business cares about its employees","Can be a bit demanding","1","Fannie Mae"
"6819",677,2021-03-14 14:13:27,TRUE,43978321,2,4,5,4,3,4,4,"Competitive salary, knowledgeable employees, influential positions","Many departments consistently worried about org structure","0","Fannie Mae"
"6820",678,2021-02-11 09:12:09,TRUE,42340706,4,5,4,5,2,1,2,"Good work-life balance and culture","Management has slashed benefits and frozen salaries indefinitely, even though company is doing well.\r\nNo opportunity for advancement.","0","Fannie Mae"
"6821",682,2016-07-12 21:15:07,FALSE,11221785,4,3,3,0,2,3,5,"As in any workplace, there are some truly amazing individuals who will create a great experience for you.  These are the leaders who have emotional intelligence; colleagues who truly care; and managers that are looking out for you.  Fannie Mae has those gems within the organization. \r\n\r\nThe pay and benefits are pretty competitive.  At certain levels of the organization you receive a market-rate salary in addition to long-term incentives for retention.  Benefits typically compare to other governmental or quasi-governmental organizations.  \r\n\r\nFannie Mae is headed in the right direction.  More work needs to be done on shaping the culture to be slightly less toxic and stop tolerating jerks, but there is heart there.","On the flip side of the great people described above, there are some truly horrible people who can sour the experience quickly.  You see typical managers who aren't very good at managing; leaders who clearly ascended the corporate ladder at Fannie (or elsewhere) without ever needing to show an ounce of leadership or strategic thinking; and colleagues who are complacent.  \r\n\r\nThe culture is risk-adverse and not very inclusive, and there are toxic individuals who are tolerated and promoted.  There is great opportunity for the company to being friendlier, more forgiving, and less horrible to each other.  \r\n\r\nManagers matter.  Train and assess their effectiveness.","1","Fannie Mae"
"6822",683,2021-04-28 09:05:03,FALSE,46186739,4,4,3,4,1,3,2,"Good money sometimes and also bonus","Management is no good you know what","0","Fannie Mae"
"6823",691,2021-03-15 06:12:25,TRUE,44005868,4,5,4,5,4,4,5,"Opportunity for growth, smart and dedicated workforce, pay, culture, work\u002Flife balance","Lagging on lean management across its divisions, poor technology execution","1","Fannie Mae"
"6824",692,2021-03-08 22:42:00,TRUE,43693588,4,4,4,4,4,3,4,"Amazing benefits - vacation, 401k, health etc, and very stable company","Promotion to next level is significantly harder with the new talent architecture","1","Fannie Mae"
"6825",693,2021-04-01 13:19:17,FALSE,44906053,3,4,4,5,2,4,5,"Great pay and benefits, nice building","Bureaucracy and favoritism; slow moving","0","Fannie Mae"
"6826",694,2021-04-08 09:11:01,TRUE,45216655,4,4,2,3,2,3,2,"Relaxed environment with solid work-life balance","No real cons at all","0","Fannie Mae"
"6827",697,2010-07-15 18:35:24,TRUE,569194,4,5,0,0,4,5,4,"I've been at Fannie Mae for 5 years, and the company has undergone a lot of changes since then. In the last year and a half, the company has grown tremendously in size. For established employees, this has created room for leadership and growth as you are now one of the more senior people in your group even with just 5 years of experience. However, for the new hires, the low people on the totem pole, I don't know how much job security and certainty there is what with the long-term future of Fannie Mae completely uncertain and subject to the winds of politics.","As I mentioned above, the future of Fannie Mae is very uncertain, but especially for new people - I feel a lot of the new hires are just interchangeable like commodities.","1","Fannie Mae"
"6828",712,2021-03-01 19:35:18,TRUE,43304767,2,5,5,5,3,4,4,"Work life balance, Mission focused, Collaborative, Friendly, Growth","Lack of innovative culture\r\nBeholden to regulator","0","Fannie Mae"
"6829",713,2013-07-25 13:44:37,TRUE,2859282,1,4,2,0,1,1,3,"Fannie Mae can offer flexibility, especially in being able to work at home, as if you work at home more than 2 days a week you give up your office space.       Some areas of the company could be interesting, and some areas are deadly dull","Fannie Mae is very bureaucratic, possibly more so than the federal government.    However, the federal government gives some stability whereas Fannie Mae offers no stability.      There is a LOT of politics at Fannie Mae, upper management is constantly changing, and nobody's job is secure from layoffs.    There have been frequent rounds of layoffs during my 13 years, even recently when Fannie Mae has had record profits -- and many of these people layed off were employees around for a long time with a lot of knowledge -- and then Fannie Mae will hire new people to replace them and pay them less.     Fannie Mae absolutely has no loyalty to employees and does not value them, so if you work here you have to look out for yourself only and get as much as you can from Fannie Mae while you can.","0","Fannie Mae"
"6830",716,2021-03-04 17:41:22,TRUE,43500017,5,5,2,5,3,3,3,"Great 401K, and Vacation\u002FPTO is good.","but very thick manage up culture","1","Fannie Mae"
"6831",717,2014-10-29 19:17:08,TRUE,5276350,3,4,4,0,4,5,4,"I have worked at home (WAH) for more than half of my time at Fannie Mae. I have had 5 Managers in almost 5 years of working here, as a Contractor, Term Employee and permanent full time employee. I have adored 4 of them, and worked well with the other.  I have gotten tremendous learning opportunities and offers of promotions (which I have chosen not to take for personal reasons). The benefits are good, including health, dental, vision, life insurance, short and long term disability and a 401(K) match of 6 percent, plus an additional 2 percent!  There is constant training which helps me improve my knowledge and skills.","Sometimes I feel a little insecure in my job stability.  There is constant and repetitive QC of work. The offer of WAH is flip-flopped depending on the production requirements, so it cN be hard to plan sometimes.","1","Fannie Mae"
"6832",718,2021-01-12 10:54:13,TRUE,40543062,3,3,3,4,3,3,3,"Gives alot of benefits and good place to learn about the industry","There is alot of work and dealing with the conservator is alot.","1","Fannie Mae"
"6833",721,2021-02-23 11:16:24,FALSE,42968028,2,4,1,3,2,2,4,"Good for DC area finance experts","One of the worst workplace cultures. CFO sows discord regularly.","0","Fannie Mae"
"6834",722,2021-02-05 11:37:22,TRUE,42025123,4,1,1,1,1,3,3,"Benefits are good\r\n10k per year toward degree program","Just cut 401k match by 2 percentage points\r\nBecoming cheaper","0","Fannie Mae"
"6835",723,2021-01-29 08:59:24,TRUE,41628043,4,5,4,5,5,3,4,"great work life balance, flexibility to work from home","lack of mobility, siloed teams","1","Fannie Mae"
"6836",726,2021-02-19 11:51:43,FALSE,42775585,1,0,0,0,0,0,0,"Great management and work life balance","Some extended days during close","1","Fannie Mae"
"6837",727,2021-03-02 11:38:35,TRUE,43350034,4,1,1,1,1,1,1,"can't think of anything positive to say about this company","No work-life balance, excessive working hours, no incentives for a merit increase, professional growth opportunities, high turnover rate","0","Fannie Mae"
"6838",728,2021-02-15 12:16:50,TRUE,42522933,3,4,4,4,3,2,4,"Good benefits and resources\r\nGood work life balance","Career growth can be slow","0","Fannie Mae"
"6839",729,2020-12-30 18:08:40,TRUE,39951873,1,2,1,5,2,1,5,"Salary and benefits are competitive","Too political. If team leads or managers are threatened by the knowledge\u002Fexpertise of associates, they will look to re-assign you.","0","Fannie Mae"
"6840",731,2021-02-15 18:42:45,TRUE,42538400,3,1,3,3,3,2,3,"Talented colleagues at the company","Zero work\u002Flife balance \r\nCutting back on benefits\u002Fcomp","0","Fannie Mae"
"6841",736,2021-01-11 10:21:48,TRUE,40452769,2,4,5,5,3,4,4,"Very friendly work environment with Co-Workers","Work is not always manageable with due dates","1","Fannie Mae"
"6842",737,2021-01-06 09:22:28,FALSE,40180777,4,3,2,2,2,2,5,"Great benefits and you get to work with some really talented individuals.","Highly political work environment where few who come from the outside make it.","1","Fannie Mae"
"6843",739,2021-01-07 12:02:06,TRUE,40241263,4,5,4,4,4,3,4,"Smart people, lots to learn","Being in conservatorship can present some limitations","1","Fannie Mae"
"6844",741,2014-06-05 19:01:54,TRUE,4354616,4,5,5,0,3,3,4,"Fannie Mae has dug itself out of the hole it found itself in a few years ago. If you go in with your eyes open, it can be a stable environment with good work\u002Flife balance. The hours on the non-tech side are not very onerous and depending on your manager, working from home is a distinct possibility. Compensation seems to be above average, though not stellar.","This is not the place for someone looking to move quickly. Both in their day to day work, and their career mobility. \r\n\r\nIt is very process heavy, though they're trying to reduce that a bit.\r\n\r\nIn the division in which I work, there is not a lot of risk-taking or ownership. Particularly at mid-level mgmt, there seems to be a lot of risk aversion. It's understandable, given the company's history, but it's frustrating.\r\n\r\nI would guess that the federal government is going to milk Fannie and Freddie for all they, and not turn them back to their shareholders any time soon. Which means even more risk-aversion and a government worker attitude.\r\n\r\nHalf the people I work with have PMPs. And most of those people are not really project managers.","1","Fannie Mae"
